"year";"plot";"guilds";"intraguild.type";"metric";"value"
2019;2;"herbivores";"nesting_larvae";"intra_inter_ratio";14,1891891891892
2020;2;"herbivores";"nesting_larvae";"intra_inter_ratio";14,016393442623
2019;3;"herbivores";"nesting_larvae";"intra_inter_ratio";14
2020;3;"herbivores";"nesting_larvae";"intra_inter_ratio";11,4
2019;4;"herbivores";"nesting_larvae";"intra_inter_ratio";14,7887323943662
2020;4;"herbivores";"nesting_larvae";"intra_inter_ratio";12,9032258064516
2019;5;"herbivores";"nesting_larvae";"intra_inter_ratio";15,1898734177215
2020;5;"herbivores";"nesting_larvae";"intra_inter_ratio";12,5
2019;6;"herbivores";"nesting_larvae";"intra_inter_ratio";14,7413793103448
2020;6;"herbivores";"nesting_larvae";"intra_inter_ratio";12,9545454545455
2019;7;"herbivores";"nesting_larvae";"intra_inter_ratio";15,1666666666667
2020;7;"herbivores";"nesting_larvae";"intra_inter_ratio";14,6341463414634
2019;8;"herbivores";"nesting_larvae";"intra_inter_ratio";13,125
2020;8;"herbivores";"nesting_larvae";"intra_inter_ratio";12,8301886792453
2019;9;"herbivores";"nesting_larvae";"intra_inter_ratio";15
2020;9;"herbivores";"nesting_larvae";"intra_inter_ratio";14,7115384615385
2019;1;"plants-floral visitors";"nesting_larvae";"intra_inter_ratio";-23
2020;1;"plants-floral visitors";"nesting_larvae";"intra_inter_ratio";-28
2019;2;"plants-floral visitors";"nesting_larvae";"intra_inter_ratio";-21
2020;2;"plants-floral visitors";"nesting_larvae";"intra_inter_ratio";-28
2019;3;"plants-floral visitors";"nesting_larvae";"intra_inter_ratio";-22
2020;3;"plants-floral visitors";"nesting_larvae";"intra_inter_ratio";-27
2019;4;"plants-floral visitors";"nesting_larvae";"intra_inter_ratio";-18,7184899710499
2020;4;"plants-floral visitors";"nesting_larvae";"intra_inter_ratio";-15,7061707787596
2019;5;"plants-floral visitors";"nesting_larvae";"intra_inter_ratio";-18
2020;5;"plants-floral visitors";"nesting_larvae";"intra_inter_ratio";-16
2019;6;"plants-floral visitors";"nesting_larvae";"intra_inter_ratio";-18,2657166753855
2020;6;"plants-floral visitors";"nesting_larvae";"intra_inter_ratio";-10
2019;7;"plants-floral visitors";"nesting_larvae";"intra_inter_ratio";-33
2020;7;"plants-floral visitors";"nesting_larvae";"intra_inter_ratio";-27
2019;8;"plants-floral visitors";"nesting_larvae";"intra_inter_ratio";-35
2020;8;"plants-floral visitors";"nesting_larvae";"intra_inter_ratio";-34
2019;9;"plants-floral visitors";"nesting_larvae";"intra_inter_ratio";-25
2020;9;"plants-floral visitors";"nesting_larvae";"intra_inter_ratio";-31
2019;1;"plants-herbivores";"nesting_larvae";"intra_inter_ratio";24,8880830141526
2020;1;"plants-herbivores";"nesting_larvae";"intra_inter_ratio";23,7429766104796
2019;2;"plants-herbivores";"nesting_larvae";"intra_inter_ratio";22,1345766933861
2020;2;"plants-herbivores";"nesting_larvae";"intra_inter_ratio";22,119817849883
2019;3;"plants-herbivores";"nesting_larvae";"intra_inter_ratio";23,9390806203717
2020;3;"plants-herbivores";"nesting_larvae";"intra_inter_ratio";21,762036353118
2019;4;"plants-herbivores";"nesting_larvae";"intra_inter_ratio";25,0958065333375
2020;4;"plants-herbivores";"nesting_larvae";"intra_inter_ratio";23,5931729177393
2019;5;"plants-herbivores";"nesting_larvae";"intra_inter_ratio";25,6188265514826
2020;5;"plants-herbivores";"nesting_larvae";"intra_inter_ratio";23,1635020942075
2019;6;"plants-herbivores";"nesting_larvae";"intra_inter_ratio";24,6804510417287
2020;6;"plants-herbivores";"nesting_larvae";"intra_inter_ratio";23,1570991985831
2019;7;"plants-herbivores";"nesting_larvae";"intra_inter_ratio";18,3635273583492
2020;7;"plants-herbivores";"nesting_larvae";"intra_inter_ratio";17,7961982479803
2019;8;"plants-herbivores";"nesting_larvae";"intra_inter_ratio";16,5105982250601
2020;8;"plants-herbivores";"nesting_larvae";"intra_inter_ratio";16,1610983227462
2019;9;"plants-herbivores";"nesting_larvae";"intra_inter_ratio";22,9710028407568
2020;9;"plants-herbivores";"nesting_larvae";"intra_inter_ratio";22,7330008760698
2019;1;"all";"nesting_larvae";"intra_inter_ratio";-115,744573498839
2020;1;"all";"nesting_larvae";"intra_inter_ratio";-126,933308643268
2019;2;"all";"nesting_larvae";"intra_inter_ratio";-94,9893982203342
2020;2;"all";"nesting_larvae";"intra_inter_ratio";-141,139906664751
2019;3;"all";"nesting_larvae";"intra_inter_ratio";-96,205797494482
2020;3;"all";"nesting_larvae";"intra_inter_ratio";-138,771223661831
2019;4;"all";"nesting_larvae";"intra_inter_ratio";-83,8663993213028
2020;4;"all";"nesting_larvae";"intra_inter_ratio";-84,0235939112978
2019;5;"all";"nesting_larvae";"intra_inter_ratio";-82,3697948517771
2020;5;"all";"nesting_larvae";"intra_inter_ratio";-69,5392975102575
2019;6;"all";"nesting_larvae";"intra_inter_ratio";-99,3013689373794
2020;6;"all";"nesting_larvae";"intra_inter_ratio";-60,4062625954444
2019;7;"all";"nesting_larvae";"intra_inter_ratio";-178,289592246019
2020;7;"all";"nesting_larvae";"intra_inter_ratio";-130,861035654422
2019;8;"all";"nesting_larvae";"intra_inter_ratio";-210,0609103758
2020;8;"all";"nesting_larvae";"intra_inter_ratio";-243,542452227613
2019;9;"all";"nesting_larvae";"intra_inter_ratio";-144,154390078452
2020;9;"all";"nesting_larvae";"intra_inter_ratio";-155,303654876045
2019;1;"plants";"nesting_larvae_phenology";"intra_inter_ratio";12,0513839226593
2020;1;"plants";"nesting_larvae_phenology";"intra_inter_ratio";12,0513839226593
2019;2;"plants";"nesting_larvae_phenology";"intra_inter_ratio";11,1587982832618
2020;2;"plants";"nesting_larvae_phenology";"intra_inter_ratio";11,1587982832618
2019;3;"plants";"nesting_larvae_phenology";"intra_inter_ratio";12,1975738891495
2020;3;"plants";"nesting_larvae_phenology";"intra_inter_ratio";12,1975738891495
2019;4;"plants";"nesting_larvae_phenology";"intra_inter_ratio";11,1620984745132
2020;4;"plants";"nesting_larvae_phenology";"intra_inter_ratio";11,1620984745132
2019;5;"plants";"nesting_larvae_phenology";"intra_inter_ratio";13,3346802707344
2020;5;"plants";"nesting_larvae_phenology";"intra_inter_ratio";13,3346802707344
2019;6;"plants";"nesting_larvae_phenology";"intra_inter_ratio";10,7414590481874
2020;6;"plants";"nesting_larvae_phenology";"intra_inter_ratio";10,7414590481874
2019;7;"plants";"nesting_larvae_phenology";"intra_inter_ratio";6,10166449818296
2020;7;"plants";"nesting_larvae_phenology";"intra_inter_ratio";6,10166449818296
2019;8;"plants";"nesting_larvae_phenology";"intra_inter_ratio";6,28535512256443
2020;8;"plants";"nesting_larvae_phenology";"intra_inter_ratio";6,28535512256443
2019;9;"plants";"nesting_larvae_phenology";"intra_inter_ratio";10,7257776188774
2020;9;"plants";"nesting_larvae_phenology";"intra_inter_ratio";10,7257776188774
2019;1;"floral visitors";"nesting_larvae_phenology";"intra_inter_ratio";28,5623611551888
2020;1;"floral visitors";"nesting_larvae_phenology";"intra_inter_ratio";68,5602350636631
2019;2;"floral visitors";"nesting_larvae_phenology";"intra_inter_ratio";30,5676855895197
2020;2;"floral visitors";"nesting_larvae_phenology";"intra_inter_ratio";66,2042875157629
2019;3;"floral visitors";"nesting_larvae_phenology";"intra_inter_ratio";28,7425149700599
2020;3;"floral visitors";"nesting_larvae_phenology";"intra_inter_ratio";47,4205315268369
2019;4;"floral visitors";"nesting_larvae_phenology";"intra_inter_ratio";29,3398533007335
2020;4;"floral visitors";"nesting_larvae_phenology";"intra_inter_ratio";42,5531914893617
2019;5;"floral visitors";"nesting_larvae_phenology";"intra_inter_ratio";20,2117420596728
2020;5;"floral visitors";"nesting_larvae_phenology";"intra_inter_ratio";32,1027287319422
2019;6;"floral visitors";"nesting_larvae_phenology";"intra_inter_ratio";33,9142722562412
2020;6;"floral visitors";"nesting_larvae_phenology";"intra_inter_ratio";-Inf
2019;7;"floral visitors";"nesting_larvae_phenology";"intra_inter_ratio";51,0798122065728
2020;7;"floral visitors";"nesting_larvae_phenology";"intra_inter_ratio";72,992700729927
2019;8;"floral visitors";"nesting_larvae_phenology";"intra_inter_ratio";53,7710485354464
2020;8;"floral visitors";"nesting_larvae_phenology";"intra_inter_ratio";66,9931439764936
2019;9;"floral visitors";"nesting_larvae_phenology";"intra_inter_ratio";23,8284352660842
2020;9;"floral visitors";"nesting_larvae_phenology";"intra_inter_ratio";71,0269310446878
2019;1;"herbivores";"nesting_larvae_phenology";"intra_inter_ratio";32,1192400545817
2020;1;"herbivores";"nesting_larvae_phenology";"intra_inter_ratio";24,1267838839391
2019;2;"herbivores";"nesting_larvae_phenology";"intra_inter_ratio";30,7422046552481
2020;2;"herbivores";"nesting_larvae_phenology";"intra_inter_ratio";28,7854557697164
2019;3;"herbivores";"nesting_larvae_phenology";"intra_inter_ratio";30,805339592196
2020;3;"herbivores";"nesting_larvae_phenology";"intra_inter_ratio";24,3798118049615
2019;4;"herbivores";"nesting_larvae_phenology";"intra_inter_ratio";25,2434186801298
2020;4;"herbivores";"nesting_larvae_phenology";"intra_inter_ratio";24,1424403983503
2019;5;"herbivores";"nesting_larvae_phenology";"intra_inter_ratio";26,0727865290603
2020;5;"herbivores";"nesting_larvae_phenology";"intra_inter_ratio";18,9086980010805
2019;6;"herbivores";"nesting_larvae_phenology";"intra_inter_ratio";33,2167832167832
2020;6;"herbivores";"nesting_larvae_phenology";"intra_inter_ratio";26,1487881336494
2019;7;"herbivores";"nesting_larvae_phenology";"intra_inter_ratio";23,6302259153467
2020;7;"herbivores";"nesting_larvae_phenology";"intra_inter_ratio";21,9559052236758
2019;8;"herbivores";"nesting_larvae_phenology";"intra_inter_ratio";27,418723070897
2020;8;"herbivores";"nesting_larvae_phenology";"intra_inter_ratio";23,4200103323575
2019;9;"herbivores";"nesting_larvae_phenology";"intra_inter_ratio";32,9765692797223
2020;9;"herbivores";"nesting_larvae_phenology";"intra_inter_ratio";25,3227408142999
2019;1;"plants-floral visitors";"nesting_larvae_phenology";"intra_inter_ratio";-23
2020;1;"plants-floral visitors";"nesting_larvae_phenology";"intra_inter_ratio";-28
2019;2;"plants-floral visitors";"nesting_larvae_phenology";"intra_inter_ratio";-21
2020;2;"plants-floral visitors";"nesting_larvae_phenology";"intra_inter_ratio";-28
2019;3;"plants-floral visitors";"nesting_larvae_phenology";"intra_inter_ratio";-22
2020;3;"plants-floral visitors";"nesting_larvae_phenology";"intra_inter_ratio";-27
2019;4;"plants-floral visitors";"nesting_larvae_phenology";"intra_inter_ratio";-18,6475647931799
2020;4;"plants-floral visitors";"nesting_larvae_phenology";"intra_inter_ratio";-15,5096190671708
2019;5;"plants-floral visitors";"nesting_larvae_phenology";"intra_inter_ratio";-18
2020;5;"plants-floral visitors";"nesting_larvae_phenology";"intra_inter_ratio";-16
2019;6;"plants-floral visitors";"nesting_larvae_phenology";"intra_inter_ratio";-18,1412351813704
2020;6;"plants-floral visitors";"nesting_larvae_phenology";"intra_inter_ratio";-10
2019;7;"plants-floral visitors";"nesting_larvae_phenology";"intra_inter_ratio";-33
2020;7;"plants-floral visitors";"nesting_larvae_phenology";"intra_inter_ratio";-27
2019;8;"plants-floral visitors";"nesting_larvae_phenology";"intra_inter_ratio";-35
2020;8;"plants-floral visitors";"nesting_larvae_phenology";"intra_inter_ratio";-34
2019;9;"plants-floral visitors";"nesting_larvae_phenology";"intra_inter_ratio";-25
2020;9;"plants-floral visitors";"nesting_larvae_phenology";"intra_inter_ratio";-31
2019;1;"plants-herbivores";"nesting_larvae_phenology";"intra_inter_ratio";40,6738175666383
2020;1;"plants-herbivores";"nesting_larvae_phenology";"intra_inter_ratio";35,50295950391
2019;2;"plants-herbivores";"nesting_larvae_phenology";"intra_inter_ratio";37,8041694853816
2020;2;"plants-herbivores";"nesting_larvae_phenology";"intra_inter_ratio";37,351044340783
2019;3;"plants-herbivores";"nesting_larvae_phenology";"intra_inter_ratio";39,6013809547582
2020;3;"plants-herbivores";"nesting_larvae_phenology";"intra_inter_ratio";36,0378260574818
2019;4;"plants-herbivores";"nesting_larvae_phenology";"intra_inter_ratio";35,7661780126386
2020;4;"plants-herbivores";"nesting_larvae_phenology";"intra_inter_ratio";35,2701646843452
2019;5;"plants-herbivores";"nesting_larvae_phenology";"intra_inter_ratio";39,0764579211185
2020;5;"plants-herbivores";"nesting_larvae_phenology";"intra_inter_ratio";33,2626889409965
2019;6;"plants-herbivores";"nesting_larvae_phenology";"intra_inter_ratio";42,3812370399087
2020;6;"plants-herbivores";"nesting_larvae_phenology";"intra_inter_ratio";37,703721910835
2019;7;"plants-herbivores";"nesting_larvae_phenology";"intra_inter_ratio";25,6160357941394
2020;7;"plants-herbivores";"nesting_larvae_phenology";"intra_inter_ratio";24,6463668740122
2019;8;"plants-herbivores";"nesting_larvae_phenology";"intra_inter_ratio";27,54174398388
2020;8;"plants-herbivores";"nesting_larvae_phenology";"intra_inter_ratio";25,6267620057522
2019;9;"plants-herbivores";"nesting_larvae_phenology";"intra_inter_ratio";38,6359025790177
2020;9;"plants-herbivores";"nesting_larvae_phenology";"intra_inter_ratio";34,0222186607094
2019;1;"all";"nesting_larvae_phenology";"intra_inter_ratio";-86,7912030695742
2020;1;"all";"nesting_larvae_phenology";"intra_inter_ratio";-97,2171019008683
2019;2;"all";"nesting_larvae_phenology";"intra_inter_ratio";-73,3963907493914
2020;2;"all";"nesting_larvae_phenology";"intra_inter_ratio";-99,0715298276711
2019;3;"all";"nesting_larvae_phenology";"intra_inter_ratio";-75,7888187348797
2020;3;"all";"nesting_larvae_phenology";"intra_inter_ratio";-100,490223492732
2019;4;"all";"nesting_larvae_phenology";"intra_inter_ratio";-69,8918978110714
2020;4;"all";"nesting_larvae_phenology";"intra_inter_ratio";-66,4113439640627
2019;5;"all";"nesting_larvae_phenology";"intra_inter_ratio";-69,644648898615
2020;5;"all";"nesting_larvae_phenology";"intra_inter_ratio";-61,6398035607659
2019;6;"all";"nesting_larvae_phenology";"intra_inter_ratio";-77,4574717441919
2020;6;"all";"nesting_larvae_phenology";"intra_inter_ratio";-53,8835902706331
2019;7;"all";"nesting_larvae_phenology";"intra_inter_ratio";-115,849072823132
2020;7;"all";"nesting_larvae_phenology";"intra_inter_ratio";-100,356966308065
2019;8;"all";"nesting_larvae_phenology";"intra_inter_ratio";-121,819898287756
2020;8;"all";"nesting_larvae_phenology";"intra_inter_ratio";-126,263077268781
2019;9;"all";"nesting_larvae_phenology";"intra_inter_ratio";-99,7193880212574
2020;9;"all";"nesting_larvae_phenology";"intra_inter_ratio";-107,271736307171
2019;1;"plants";"mean_field";"diagonally_dominant_sp";0
2020;1;"plants";"mean_field";"diagonally_dominant_sp";0
2019;2;"plants";"mean_field";"diagonally_dominant_sp";0
2020;2;"plants";"mean_field";"diagonally_dominant_sp";0
2019;3;"plants";"mean_field";"diagonally_dominant_sp";0
2020;3;"plants";"mean_field";"diagonally_dominant_sp";0
2019;4;"plants";"mean_field";"diagonally_dominant_sp";0
2020;4;"plants";"mean_field";"diagonally_dominant_sp";0
2019;5;"plants";"mean_field";"diagonally_dominant_sp";0
2020;5;"plants";"mean_field";"diagonally_dominant_sp";0
2019;6;"plants";"mean_field";"diagonally_dominant_sp";0
2020;6;"plants";"mean_field";"diagonally_dominant_sp";0
2019;7;"plants";"mean_field";"diagonally_dominant_sp";0
2020;7;"plants";"mean_field";"diagonally_dominant_sp";0
2019;8;"plants";"mean_field";"diagonally_dominant_sp";0
2020;8;"plants";"mean_field";"diagonally_dominant_sp";0
2019;9;"plants";"mean_field";"diagonally_dominant_sp";0
2020;9;"plants";"mean_field";"diagonally_dominant_sp";0
2019;1;"floral visitors";"mean_field";"diagonally_dominant_sp";0
2020;1;"floral visitors";"mean_field";"diagonally_dominant_sp";0
2019;2;"floral visitors";"mean_field";"diagonally_dominant_sp";0
2020;2;"floral visitors";"mean_field";"diagonally_dominant_sp";0
2019;3;"floral visitors";"mean_field";"diagonally_dominant_sp";0
2020;3;"floral visitors";"mean_field";"diagonally_dominant_sp";0
2019;4;"floral visitors";"mean_field";"diagonally_dominant_sp";0
2020;4;"floral visitors";"mean_field";"diagonally_dominant_sp";5
2019;5;"floral visitors";"mean_field";"diagonally_dominant_sp";0
2020;5;"floral visitors";"mean_field";"diagonally_dominant_sp";5
2019;6;"floral visitors";"mean_field";"diagonally_dominant_sp";0
2020;6;"floral visitors";"mean_field";"diagonally_dominant_sp";2
2019;7;"floral visitors";"mean_field";"diagonally_dominant_sp";0
2020;7;"floral visitors";"mean_field";"diagonally_dominant_sp";0
2019;8;"floral visitors";"mean_field";"diagonally_dominant_sp";0
2020;8;"floral visitors";"mean_field";"diagonally_dominant_sp";0
2019;9;"floral visitors";"mean_field";"diagonally_dominant_sp";0
2020;9;"floral visitors";"mean_field";"diagonally_dominant_sp";0
2019;1;"herbivores";"mean_field";"diagonally_dominant_sp";0
2020;1;"herbivores";"mean_field";"diagonally_dominant_sp";0
2019;2;"herbivores";"mean_field";"diagonally_dominant_sp";0
2020;2;"herbivores";"mean_field";"diagonally_dominant_sp";0
2019;3;"herbivores";"mean_field";"diagonally_dominant_sp";0
2020;3;"herbivores";"mean_field";"diagonally_dominant_sp";0
2019;4;"herbivores";"mean_field";"diagonally_dominant_sp";0
2020;4;"herbivores";"mean_field";"diagonally_dominant_sp";0
2019;5;"herbivores";"mean_field";"diagonally_dominant_sp";0
2020;5;"herbivores";"mean_field";"diagonally_dominant_sp";0
2019;6;"herbivores";"mean_field";"diagonally_dominant_sp";0
2020;6;"herbivores";"mean_field";"diagonally_dominant_sp";0
2019;7;"herbivores";"mean_field";"diagonally_dominant_sp";0
2020;7;"herbivores";"mean_field";"diagonally_dominant_sp";0
2019;8;"herbivores";"mean_field";"diagonally_dominant_sp";0
2020;8;"herbivores";"mean_field";"diagonally_dominant_sp";0
2019;9;"herbivores";"mean_field";"diagonally_dominant_sp";0
2020;9;"herbivores";"mean_field";"diagonally_dominant_sp";0
2019;1;"plants-floral visitors";"mean_field";"diagonally_dominant_sp";6
2020;1;"plants-floral visitors";"mean_field";"diagonally_dominant_sp";5
2019;2;"plants-floral visitors";"mean_field";"diagonally_dominant_sp";2
2020;2;"plants-floral visitors";"mean_field";"diagonally_dominant_sp";3
2019;3;"plants-floral visitors";"mean_field";"diagonally_dominant_sp";2
2020;3;"plants-floral visitors";"mean_field";"diagonally_dominant_sp";5
2019;4;"plants-floral visitors";"mean_field";"diagonally_dominant_sp";4
2020;4;"plants-floral visitors";"mean_field";"diagonally_dominant_sp";4
2019;5;"plants-floral visitors";"mean_field";"diagonally_dominant_sp";4
2020;5;"plants-floral visitors";"mean_field";"diagonally_dominant_sp";2
2019;6;"plants-floral visitors";"mean_field";"diagonally_dominant_sp";5
2020;6;"plants-floral visitors";"mean_field";"diagonally_dominant_sp";1
2019;7;"plants-floral visitors";"mean_field";"diagonally_dominant_sp";5
2020;7;"plants-floral visitors";"mean_field";"diagonally_dominant_sp";4
2019;8;"plants-floral visitors";"mean_field";"diagonally_dominant_sp";1
2020;8;"plants-floral visitors";"mean_field";"diagonally_dominant_sp";6
2019;9;"plants-floral visitors";"mean_field";"diagonally_dominant_sp";2
2020;9;"plants-floral visitors";"mean_field";"diagonally_dominant_sp";5
2019;1;"plants-herbivores";"mean_field";"diagonally_dominant_sp";0
2020;1;"plants-herbivores";"mean_field";"diagonally_dominant_sp";1
2019;2;"plants-herbivores";"mean_field";"diagonally_dominant_sp";3
2020;2;"plants-herbivores";"mean_field";"diagonally_dominant_sp";1
2019;3;"plants-herbivores";"mean_field";"diagonally_dominant_sp";0
2020;3;"plants-herbivores";"mean_field";"diagonally_dominant_sp";0
2019;4;"plants-herbivores";"mean_field";"diagonally_dominant_sp";1
2020;4;"plants-herbivores";"mean_field";"diagonally_dominant_sp";0
2019;5;"plants-herbivores";"mean_field";"diagonally_dominant_sp";2
2020;5;"plants-herbivores";"mean_field";"diagonally_dominant_sp";2
2019;6;"plants-herbivores";"mean_field";"diagonally_dominant_sp";0
2020;6;"plants-herbivores";"mean_field";"diagonally_dominant_sp";1
2019;7;"plants-herbivores";"mean_field";"diagonally_dominant_sp";1
2020;7;"plants-herbivores";"mean_field";"diagonally_dominant_sp";3
2019;8;"plants-herbivores";"mean_field";"diagonally_dominant_sp";0
2020;8;"plants-herbivores";"mean_field";"diagonally_dominant_sp";1
2019;9;"plants-herbivores";"mean_field";"diagonally_dominant_sp";1
2020;9;"plants-herbivores";"mean_field";"diagonally_dominant_sp";1
2019;1;"all";"mean_field";"diagonally_dominant_sp";5
2020;1;"all";"mean_field";"diagonally_dominant_sp";6
2019;2;"all";"mean_field";"diagonally_dominant_sp";5
2020;2;"all";"mean_field";"diagonally_dominant_sp";4
2019;3;"all";"mean_field";"diagonally_dominant_sp";2
2020;3;"all";"mean_field";"diagonally_dominant_sp";5
2019;4;"all";"mean_field";"diagonally_dominant_sp";5
2020;4;"all";"mean_field";"diagonally_dominant_sp";4
2019;5;"all";"mean_field";"diagonally_dominant_sp";6
2020;5;"all";"mean_field";"diagonally_dominant_sp";4
2019;6;"all";"mean_field";"diagonally_dominant_sp";5
2020;6;"all";"mean_field";"diagonally_dominant_sp";2
2019;7;"all";"mean_field";"diagonally_dominant_sp";5
2020;7;"all";"mean_field";"diagonally_dominant_sp";6
2019;8;"all";"mean_field";"diagonally_dominant_sp";2
2020;8;"all";"mean_field";"diagonally_dominant_sp";6
2019;9;"all";"mean_field";"diagonally_dominant_sp";3
2020;9;"all";"mean_field";"diagonally_dominant_sp";6
2019;1;"plants";"nesting_larvae";"diagonally_dominant_sp";1
2020;1;"plants";"nesting_larvae";"diagonally_dominant_sp";1
2019;2;"plants";"nesting_larvae";"diagonally_dominant_sp";1
2020;2;"plants";"nesting_larvae";"diagonally_dominant_sp";1
2019;3;"plants";"nesting_larvae";"diagonally_dominant_sp";1
2020;3;"plants";"nesting_larvae";"diagonally_dominant_sp";1
2019;4;"plants";"nesting_larvae";"diagonally_dominant_sp";1
2020;4;"plants";"nesting_larvae";"diagonally_dominant_sp";1
2019;5;"plants";"nesting_larvae";"diagonally_dominant_sp";1
2020;5;"plants";"nesting_larvae";"diagonally_dominant_sp";1
2019;6;"plants";"nesting_larvae";"diagonally_dominant_sp";1
2020;6;"plants";"nesting_larvae";"diagonally_dominant_sp";1
2019;7;"plants";"nesting_larvae";"diagonally_dominant_sp";0
2020;7;"plants";"nesting_larvae";"diagonally_dominant_sp";0
2019;8;"plants";"nesting_larvae";"diagonally_dominant_sp";0
2020;8;"plants";"nesting_larvae";"diagonally_dominant_sp";0
2019;9;"plants";"nesting_larvae";"diagonally_dominant_sp";2
2020;9;"plants";"nesting_larvae";"diagonally_dominant_sp";2
2019;1;"floral visitors";"nesting_larvae";"diagonally_dominant_sp";10
2020;1;"floral visitors";"nesting_larvae";"diagonally_dominant_sp";15
2019;2;"floral visitors";"nesting_larvae";"diagonally_dominant_sp";8
2020;2;"floral visitors";"nesting_larvae";"diagonally_dominant_sp";15
2019;3;"floral visitors";"nesting_larvae";"diagonally_dominant_sp";9
2020;3;"floral visitors";"nesting_larvae";"diagonally_dominant_sp";14
2019;4;"floral visitors";"nesting_larvae";"diagonally_dominant_sp";9
2020;4;"floral visitors";"nesting_larvae";"diagonally_dominant_sp";5
2019;5;"floral visitors";"nesting_larvae";"diagonally_dominant_sp";7
2020;5;"floral visitors";"nesting_larvae";"diagonally_dominant_sp";5
2019;6;"floral visitors";"nesting_larvae";"diagonally_dominant_sp";9
2020;6;"floral visitors";"nesting_larvae";"diagonally_dominant_sp";2
2019;7;"floral visitors";"nesting_larvae";"diagonally_dominant_sp";13
2020;7;"floral visitors";"nesting_larvae";"diagonally_dominant_sp";11
2019;8;"floral visitors";"nesting_larvae";"diagonally_dominant_sp";17
2020;8;"floral visitors";"nesting_larvae";"diagonally_dominant_sp";14
2019;9;"floral visitors";"nesting_larvae";"diagonally_dominant_sp";10
2020;9;"floral visitors";"nesting_larvae";"diagonally_dominant_sp";16
2019;1;"herbivores";"nesting_larvae";"diagonally_dominant_sp";3
2020;1;"herbivores";"nesting_larvae";"diagonally_dominant_sp";2
2019;2;"herbivores";"nesting_larvae";"diagonally_dominant_sp";5
2020;2;"herbivores";"nesting_larvae";"diagonally_dominant_sp";4
2019;3;"herbivores";"nesting_larvae";"diagonally_dominant_sp";4
2020;3;"herbivores";"nesting_larvae";"diagonally_dominant_sp";2
2019;4;"herbivores";"nesting_larvae";"diagonally_dominant_sp";4
2020;4;"herbivores";"nesting_larvae";"diagonally_dominant_sp";2
2019;5;"herbivores";"nesting_larvae";"diagonally_dominant_sp";5
2020;5;"herbivores";"nesting_larvae";"diagonally_dominant_sp";5
2019;6;"herbivores";"nesting_larvae";"diagonally_dominant_sp";3
2020;6;"herbivores";"nesting_larvae";"diagonally_dominant_sp";2
2019;7;"herbivores";"nesting_larvae";"diagonally_dominant_sp";8
2020;7;"herbivores";"nesting_larvae";"diagonally_dominant_sp";7
2019;8;"herbivores";"nesting_larvae";"diagonally_dominant_sp";3
2020;8;"herbivores";"nesting_larvae";"diagonally_dominant_sp";2
2019;9;"herbivores";"nesting_larvae";"diagonally_dominant_sp";3
2020;9;"herbivores";"nesting_larvae";"diagonally_dominant_sp";3
2019;1;"plants-floral visitors";"nesting_larvae";"diagonally_dominant_sp";9
2020;1;"plants-floral visitors";"nesting_larvae";"diagonally_dominant_sp";12
2019;2;"plants-floral visitors";"nesting_larvae";"diagonally_dominant_sp";5
2020;2;"plants-floral visitors";"nesting_larvae";"diagonally_dominant_sp";10
2019;3;"plants-floral visitors";"nesting_larvae";"diagonally_dominant_sp";6
2020;3;"plants-floral visitors";"nesting_larvae";"diagonally_dominant_sp";12
2019;4;"plants-floral visitors";"nesting_larvae";"diagonally_dominant_sp";7
2020;4;"plants-floral visitors";"nesting_larvae";"diagonally_dominant_sp";4
2019;5;"plants-floral visitors";"nesting_larvae";"diagonally_dominant_sp";7
2020;5;"plants-floral visitors";"nesting_larvae";"diagonally_dominant_sp";3
2019;6;"plants-floral visitors";"nesting_larvae";"diagonally_dominant_sp";8
2020;6;"plants-floral visitors";"nesting_larvae";"diagonally_dominant_sp";2
2019;7;"plants-floral visitors";"nesting_larvae";"diagonally_dominant_sp";14
2020;7;"plants-floral visitors";"nesting_larvae";"diagonally_dominant_sp";9
2019;8;"plants-floral visitors";"nesting_larvae";"diagonally_dominant_sp";13
2020;8;"plants-floral visitors";"nesting_larvae";"diagonally_dominant_sp";13
2019;9;"plants-floral visitors";"nesting_larvae";"diagonally_dominant_sp";10
2020;9;"plants-floral visitors";"nesting_larvae";"diagonally_dominant_sp";13
2019;1;"plants-herbivores";"nesting_larvae";"diagonally_dominant_sp";6
2020;1;"plants-herbivores";"nesting_larvae";"diagonally_dominant_sp";6
2019;2;"plants-herbivores";"nesting_larvae";"diagonally_dominant_sp";10
2020;2;"plants-herbivores";"nesting_larvae";"diagonally_dominant_sp";9
2019;3;"plants-herbivores";"nesting_larvae";"diagonally_dominant_sp";7
2020;3;"plants-herbivores";"nesting_larvae";"diagonally_dominant_sp";5
2019;4;"plants-herbivores";"nesting_larvae";"diagonally_dominant_sp";9
2020;4;"plants-herbivores";"nesting_larvae";"diagonally_dominant_sp";8
2019;5;"plants-herbivores";"nesting_larvae";"diagonally_dominant_sp";11
2020;5;"plants-herbivores";"nesting_larvae";"diagonally_dominant_sp";6
2019;6;"plants-herbivores";"nesting_larvae";"diagonally_dominant_sp";9
2020;6;"plants-herbivores";"nesting_larvae";"diagonally_dominant_sp";4
2019;7;"plants-herbivores";"nesting_larvae";"diagonally_dominant_sp";12
2020;7;"plants-herbivores";"nesting_larvae";"diagonally_dominant_sp";10
