"species";"prob_excl_mean";"prob_excl_lowerCI";"prob_excl_upperCI";"year";"plot";"guild";"intraguild.type"
"POMA";0,042515693894848;0,0331213063000069;0,053980196774085;2019;9;"plants-floral visitors";"mean_field"
"POMO";0,0632340435983651;0,0393167976534633;0,101426138032722;2019;9;"plants-floral visitors";"mean_field"
"PUPA";0,0490251719908976;0,0338624892417929;0,0670141200950341;2019;9;"plants-floral visitors";"mean_field"
"SASO";0,035793357942802;0,0260550211007945;0,0474729049340117;2019;9;"plants-floral visitors";"mean_field"
"SCLA";0,0402242352574979;0,0311971245050206;0,0519478308896358;2019;9;"plants-floral visitors";"mean_field"
"SOAS";0,0390480278590843;0,0288478528613353;0,0530543916290648;2019;9;"plants-floral visitors";"mean_field"
"SPRU";0,0414247615316446;0,0281991650971508;0,0593988901614674;2019;9;"plants-floral visitors";"mean_field"
"Andrena_cinerea";0,0328189713650274;0,0225477294234466;0,0460877444833036;2019;9;"plants-floral visitors";"mean_field"
"Dilophus_spp";0,0315014477834789;0,0239698512300688;0,0403428264972485;2019;9;"plants-floral visitors";"mean_field"
"Episyrphus_balteatus";0,0361360120027052;0,0276481038827711;0,0463537904311472;2019;9;"plants-floral visitors";"mean_field"
"Eucera_spp";0,0303320103375453;0,0164507252837976;0,05436426303163;2019;9;"plants-floral visitors";"mean_field"
"Eupeodes_corollae";0,0499007498045822;0,03265448101941;0,0726235209351004;2019;9;"plants-floral visitors";"mean_field"
"Lomatia_spp";0,0424645274813671;0,0236858397709267;0,0658159447864241;2019;9;"plants-floral visitors";"mean_field"
"Melanostoma_spp";0,025992954175152;0,0176612688933192;0,0385151418503298;2019;9;"plants-floral visitors";"mean_field"
"Musca_spp";0,0103926271781789;0,00788070295014373;0,0135270980741777;2019;9;"plants-floral visitors";"mean_field"
"Scaeva_spp";0,0346973598458001;0,0235073833826533;0,0490932551376835;2019;9;"plants-floral visitors";"mean_field"
"Sphaerophoria_scripta";0,0124580792932167;0,0093688230191541;0,0161115838808674;2019;9;"plants-floral visitors";"mean_field"
"BEMA";0,0103670046721765;0,00168842652754263;0,0285047158109749;2019;9;"plants-herbivores";"mean_field"
"CETE";0,0132450144936234;0,00185574207545589;0,0397194385104624;2019;9;"plants-herbivores";"mean_field"
"CHFU";0,00211060352146774;0,000383134540460494;0,00694724661034498;2019;9;"plants-herbivores";"mean_field"
"CHMI";0,00257978573596762;0,000691274413149398;0,0067206879791342;2019;9;"plants-herbivores";"mean_field"
"HOMA";0,00571185638424362;0,00165827479215389;0,0159695595879586;2019;9;"plants-herbivores";"mean_field"
"LEMA";0,000664586822448446;0,000111878802528714;0,00206681852145608;2019;9;"plants-herbivores";"mean_field"
"MESP";0,0129880992656261;0,000549616985784008;0,0476197322813528;2019;9;"plants-herbivores";"mean_field"
"PAIN";0,0130268076552224;0,0023396620378227;0,0392153220681511;2019;9;"plants-herbivores";"mean_field"
"PLCO";0,00398494511133803;0,000699446771832447;0,0118367269468096;2019;9;"plants-herbivores";"mean_field"
"POMA";0,122537239416379;0,0011951907624169;0,41693770567044;2019;9;"plants-herbivores";"mean_field"
"POMO";0,300768660272731;0,00590136269072351;0,709571635107678;2019;9;"plants-herbivores";"mean_field"
"PUPA";0,0688901038192314;0,00169340772118651;0,202489033535683;2019;9;"plants-herbivores";"mean_field"
"SASO";0,00269880095570586;0,00061048094152859;0,00747672313890881;2019;9;"plants-herbivores";"mean_field"
"SCLA";0,00297508746021847;0,000845682848699167;0,00745094914101806;2019;9;"plants-herbivores";"mean_field"
"SOAS";0,00620728947667785;0,000610271379899393;0,0209835740567747;2019;9;"plants-herbivores";"mean_field"
"SPRU";0,00614178809864722;0,00124427890466132;0,0168051006257122;2019;9;"plants-herbivores";"mean_field"
"Acrididae";0,00224046648145789;0,000135005966453215;0,00819727207952215;2019;9;"plants-herbivores";"mean_field"
"Anthaxia_semicuprea";0,0047509159401731;0,000875364800413883;0,0135386878541469;2019;9;"plants-herbivores";"mean_field"
"Aphis_fabae";0,00527227658322406;0,000316691809252472;0,0170651142729667;2019;9;"plants-herbivores";"mean_field"
"Brassicogethes_spp";0,00629847007487516;0,000950490561293789;0,0202926685841469;2019;9;"plants-herbivores";"mean_field"
"Bruchidae";0,0321877822975375;0,000379120303000689;0,105577768300799;2019;9;"plants-herbivores";"mean_field"
"Cantharis_coronata";0,0461156268089759;0,00126496481958922;0,139911858883249;2019;9;"plants-herbivores";"mean_field"
"Cochlicella_barbara";0,00957018956541993;0,000476654487292552;0,0361969466794121;2019;9;"plants-herbivores";"mean_field"
"Lagorina_sericea";0,0431936598980755;0,00471358990682207;0,148300542697717;2019;9;"plants-herbivores";"mean_field"
"Lasiocampa_trifolii_caterpillar";0,00282537348856143;0,000626658002399989;0,007495372586796;2019;9;"plants-herbivores";"mean_field"
"Lepidoptera_caterpillar";0,00223597304301017;0,00076248889386314;0,0055281035406205;2019;9;"plants-herbivores";"mean_field"
"Malachius_bipustulatus";0,026211920868134;0,001890859725461;0,0956079344591445;2019;9;"plants-herbivores";"mean_field"
"Meligethes_spp";0,00322394819440858;0,000648035223009792;0,00972819853157408;2019;9;"plants-herbivores";"mean_field"
"Mirini_spp";0,00881190656841111;0,00114057718251126;0,0272756443943567;2019;9;"plants-herbivores";"mean_field"
"Mordellidae";0,00480648459038841;0,000636175092284745;0,0167776883246647;2019;9;"plants-herbivores";"mean_field"
"Oedemeridae";0,0052568700458744;0,00161031066186429;0,0137611057245257;2019;9;"plants-herbivores";"mean_field"
"Otala_lactea";0,176623879702977;0,00410412595721976;0,509768723681114;2019;9;"plants-herbivores";"mean_field"
"Psilothrix_viridicoerulea";0,00419038652497125;0,000927239639775027;0,0117616715380468;2019;9;"plants-herbivores";"mean_field"
"Tessellana_tessellata";0,0129817870056443;0,00202809491222279;0,0360366800236993;2019;9;"plants-herbivores";"mean_field"
"Theba_pisana";0,028304409156176;0,000659162908262167;0,104184608613761;2019;9;"plants-herbivores";"mean_field"
"BEMA";0,089324617455657;0,0402759717687475;0,166615716844854;2019;9;"plants";"mean_field"
"CETE";0,0684321696577821;0,0420708966876679;0,103230506979314;2019;9;"plants";"mean_field"
"CHFU";0,0454022012317386;0,0295899842276476;0,0666250582337857;2019;9;"plants";"mean_field"
"CHMI";0,0590166854165583;0,0262376039384406;0,112634264266813;2019;9;"plants";"mean_field"
"HOMA";0,0621952775463438;0,0347016476364137;0,0987338197712859;2019;9;"plants";"mean_field"
"LEMA";0,0554781719449101;0,0355144096310055;0,0794670031043529;2019;9;"plants";"mean_field"
"MESP";0,0451326290561266;0,0250957123047052;0,0738497715278932;2019;9;"plants";"mean_field"
"PAIN";0,0338608360399265;0,022772156966504;0,0484181289207652;2019;9;"plants";"mean_field"
"PLCO";0,0556835171775954;0,0358897072960872;0,0813462635024341;2019;9;"plants";"mean_field"
"POMA";0,0396663165654399;0,0244062536508734;0,0639420174939791;2019;9;"plants";"mean_field"
"POMO";0,137391165944599;0,0437349447265849;0,26445353614161;2019;9;"plants";"mean_field"
"PUPA";0,0699910511203698;0,0325229650558508;0,12521782741211;2019;9;"plants";"mean_field"
"SASO";0,0945266290518756;0,0353332065836096;0,19686351464702;2019;9;"plants";"mean_field"
"SCLA";0,0506809438589984;0,0336025281662791;0,0723442536258241;2019;9;"plants";"mean_field"
"SOAS";0,048684839068423;0,0196536206776473;0,0945990784025341;2019;9;"plants";"mean_field"
"SPRU";0,0445329488636556;0,0284429522310573;0,0657504731882539;2019;9;"plants";"mean_field"
"BEMA";0,164316969406765;0,00088658955881236;0,388734116049477;2020;1;"all";"mean_field"
"CETE";0,00016105762223693;2,96741048372694e-05;0,000400115346945693;2020;1;"all";"mean_field"
"CHFU";2,34784902546762e-05;6,6096061395156e-06;5,37716735745861e-05;2020;1;"all";"mean_field"
"CHMI";0,00398752690048039;0,000740315228540656;0,00938983413862489;2020;1;"all";"mean_field"
"HOMA";0,00128625561916483;0,000104372008670898;0,0032566920249069;2020;1;"all";"mean_field"
"LEMA";5,7534407035689e-06;9,22886846823966e-07;1,51119927350506e-05;2020;1;"all";"mean_field"
"MESP";0,00895197242571828;0,00034801176079518;0,0320631173062376;2020;1;"all";"mean_field"
"PAIN";0,0128162318724552;0,00166579683088751;0,0322741246169842;2020;1;"all";"mean_field"
"PLCO";0,036966834383572;0,00259440294691362;0,108900676478032;2020;1;"all";"mean_field"
"POMA";0,185526169388828;0,000907539444765117;0,508107086081986;2020;1;"all";"mean_field"
"PUPA";0,0307488426536807;0,000221431186876969;0,113141365080068;2020;1;"all";"mean_field"
"SASO";0,00284210972655077;0,00055312212356068;0,00717467727350043;2020;1;"all";"mean_field"
"SCLA";0,00124452316929145;0,000247090894803081;0,00299286452410673;2020;1;"all";"mean_field"
"SOAS";0,00683070328228666;0,000722341529757045;0,0182426520351427;2020;1;"all";"mean_field"
"Aelia_spp";0,00219409824275638;0,000401978446028736;0,00536465608916059;2020;1;"all";"mean_field"
"Agriotes_spp";0,0108595516583811;0,000749472869213303;0,0377134851761843;2020;1;"all";"mean_field"
"Aiolopus_strepens";0,00454417347818678;0,00128951562472195;0,0106321006155;2020;1;"all";"mean_field"
"Brassicogethes_spp";0,0104000210780139;0,00034701935852801;0,0290307866857617;2020;1;"all";"mean_field"
"Cicadidae";0,0219087373550415;0,00308839892385648;0,0579556107522658;2020;1;"all";"mean_field"
"Cochlicella_barbara";0,0324665064185894;0,00389898340561158;0,0911003148088185;2020;1;"all";"mean_field"
"Conocephalus_dorsalis";0,0045201438598488;0,000744923269142861;0,0115568721593764;2020;1;"all";"mean_field"
"Cryptocephalus_spp";0,00105520373627204;0,000478683929235128;0,00201763060005294;2020;1;"all";"mean_field"
"Lasiocampa_trifolii_caterpillar";0,00597847218820345;0,00131830922729867;0,015277590000781;2020;1;"all";"mean_field"
"Malachius_bipustulatus";0,0983204716419826;0,00537766698192602;0,299749721384122;2020;1;"all";"mean_field"
"Miridae";0,054015808909914;0,00257847042909344;0,171420285975253;2020;1;"all";"mean_field"
"Mordellidae";0,0330534628524396;0,00224182297705037;0,091600368780564;2020;1;"all";"mean_field"
"Oedemeridae";0,00489825083085941;0,000884171556413314;0,0145602077031329;2020;1;"all";"mean_field"
"Phaedon_spp";0,0400157752000234;0,000859878123776452;0,139697332065124;2020;1;"all";"mean_field"
"Psilothrix_viridicoerulea";0,0488615050547087;0,00185949711758437;0,168056856545639;2020;1;"all";"mean_field"
"Tessellana_tessellata";0,00336954199401663;0,000720550396000323;0,00842140203916344;2020;1;"all";"mean_field"
"Theba_pisana";0,00991391401189195;0,00165872416377757;0,0242768048029162;2020;1;"all";"mean_field"
"Thysanoptera";0,0144304100526083;0,00111105427297382;0,0398116680890474;2020;1;"all";"mean_field"
"Anastoechus_spp";0,0150710862891479;0,000725406793559683;0,0485026547815686;2020;1;"all";"mean_field"
"Andrena_spp";0,00402781213734542;0,000783193713874009;0,00973561625060639;2020;1;"all";"mean_field"
"Bombylius_major";0,0307276109211902;0,000646519197449188;0,0943924568642873;2020;1;"all";"mean_field"
"Braconidae";0,0290130167601893;0,000303985071525256;0,0949799651439773;2020;1;"all";"mean_field"
"Calliphoridae";0,00451717323343647;0,00178120888502161;0,00920169291946074;2020;1;"all";"mean_field"
"Cylindromyia_spp";0,0359490770103589;0,000539839229702665;0,122496160669801;2020;1;"all";"mean_field"
"Empis_spp";0,00275056710864316;0,000889656636807774;0,00607205527887585;2020;1;"all";"mean_field"
"Episyrphus_balteatus";0,000512420302848038;0,000207553809752838;0,00101569084927099;2020;1;"all";"mean_field"
"Eucera_spp";0,00139806163095831;0,00064138123683983;0,00269873581782406;2020;1;"all";"mean_field"
"Geometridae";0,00150118618609956;0,000423957935616701;0,00351543500184748;2020;1;"all";"mean_field"
"Lasioglossum_malachurum";0,00153362630582697;3,82466502625918e-05;0,00423629781002946;2020;1;"all";"mean_field"
"Musca_spp";0,00083815210603177;0,000345077687331758;0,00171733346612273;2020;1;"all";"mean_field"
"Pangonius_spp";0,00152485728088897;0,00027589564377524;0,00383467525714353;2020;1;"all";"mean_field"
"Sphaerophoria_scripta";0,013518125741768;0,000805847079413262;0,0456281512381693;2020;1;"all";"mean_field"
"Ulidiidae";0,000602750039539909;7,86493769833031e-05;0,00146930043108653;2020;1;"all";"mean_field"
"Anastoechus_spp";0,0504914414896924;0,041001205714001;0,0604540783531497;2020;1;"floral visitors";"mean_field"
"Andrena_spp";0,0567064850752733;0,0460072713587603;0,0694850840691569;2020;1;"floral visitors";"mean_field"
"Bombylius_major";0,0626686121344033;0,0481588622481432;0,0809455555593157;2020;1;"floral visitors";"mean_field"
"Braconidae";0,0663858929645256;0,0499140715498319;0,0859767222871841;2020;1;"floral visitors";"mean_field"
"Calliphoridae";0,0582659358424928;0,0465636793969102;0,0724711411931039;2020;1;"floral visitors";"mean_field"
"Cylindromyia_spp";0,0890091447122286;0,0482157795129285;0,151981228593845;2020;1;"floral visitors";"mean_field"
"Empis_spp";0,0772750069199223;0,055812269675647;0,10530731312599;2020;1;"floral visitors";"mean_field"
"Episyrphus_balteatus";0,0715625568248382;0,0558097763938121;0,0915907049000923;2020;1;"floral visitors";"mean_field"
"Eucera_spp";0,058742575757219;0,0467944692888255;0,0725409890448295;2020;1;"floral visitors";"mean_field"
"Geometridae";0,0629657774018295;0,047196747522272;0,0867862121601533;2020;1;"floral visitors";"mean_field"
"Lasioglossum_malachurum";0,0723088291978747;0,0511447804283977;0,0988934213093179;2020;1;"floral visitors";"mean_field"
"Musca_spp";0,0669887657496914;0,0458599008110036;0,0925777932613572;2020;1;"floral visitors";"mean_field"
"Pangonius_spp";0,093407569900838;0,0634262448590874;0,129982177660622;2020;1;"floral visitors";"mean_field"
"Sphaerophoria_scripta";0,0538331523118086;0,0415017129888215;0,0688618610671721;2020;1;"floral visitors";"mean_field"
"Ulidiidae";0,0593882537173625;0,0453044087581101;0,0749930837052012;2020;1;"floral visitors";"mean_field"
"Aelia_spp";0,0516476970762534;0,0269315874220089;0,0846266925629791;2020;1;"herbivores";"mean_field"
"Agriotes_spp";0,0119104778187598;0,00738363966482883;0,0184296297787507;2020;1;"herbivores";"mean_field"
"Aiolopus_strepens";0,104011989916024;0,0449073032200567;0,177430314983595;2020;1;"herbivores";"mean_field"
"Brassicogethes_spp";0,012929765402846;0,00655110711656102;0,0224575452063727;2020;1;"herbivores";"mean_field"
"Cicadidae";0,0291688175353879;0,0156886931806092;0,0463596889300977;2020;1;"herbivores";"mean_field"
"Cochlicella_barbara";0,134276519734643;0,0283763410538619;0,254721758647858;2020;1;"herbivores";"mean_field"
"Conocephalus_dorsalis";0,0534687333517756;0,00843333313344743;0,118339755946629;2020;1;"herbivores";"mean_field"
"Cryptocephalus_spp";0,108919784257748;0,0393248304242693;0,200287629116224;2020;1;"herbivores";"mean_field"
"Lasiocampa_trifolii_caterpillar";0,0640104289037192;0,0224208135897843;0,120874565502253;2020;1;"herbivores";"mean_field"
"Malachius_bipustulatus";0,120745111708691;0,023070544060908;0,283043547204096;2020;1;"herbivores";"mean_field"
"Miridae";0,052559411505075;0,0185536709461113;0,0942115543928636;2020;1;"herbivores";"mean_field"
"Mordellidae";0,067053139998834;0,0241138981024825;0,135323683910324;2020;1;"herbivores";"mean_field"
"Oedemeridae";0,028769279704408;0,0111762735393918;0,0543686116353959;2020;1;"herbivores";"mean_field"
"Phaedon_spp";0,0262791395954955;0,0133873809352811;0,043360811161885;2020;1;"herbivores";"mean_field"
"Psilothrix_viridicoerulea";0,0572839305798718;0,0227655900632293;0,0993300450957649;2020;1;"herbivores";"mean_field"
"Tessellana_tessellata";0,024704565975185;0,0133095162189594;0,0390897624548351;2020;1;"herbivores";"mean_field"
"Theba_pisana";0,0393346139392713;0,0186030606573025;0,0665388812748925;2020;1;"herbivores";"mean_field"
"Thysanoptera";0,0129265929960116;0,00640308542014601;0,0221742953069162;2020;1;"herbivores";"mean_field"
"BEMA";0,0103451699129654;0,00531825086500064;0,0174992323780383;2020;1;"plants-floral visitors";"mean_field"
"CETE";0,00357260806164006;0,00155545473653801;0,00626267367901804;2020;1;"plants-floral visitors";"mean_field"
"CHFU";0,0064051500150807;0,000708524515283415;0,0174840751069352;2020;1;"plants-floral visitors";"mean_field"
"CHMI";0,0181993469511007;0,00475968243981243;0,0391889746875018;2020;1;"plants-floral visitors";"mean_field"
"HOMA";0,0240406040757582;0,00445852451371606;0,0578850315631205;2020;1;"plants-floral visitors";"mean_field"
"LEMA";0,000157117966793881;8,86482919852133e-05;0,000243893215390297;2020;1;"plants-floral visitors";"mean_field"
"MESP";0,0189208932252921;0,00321462185722814;0,0414455428521989;2020;1;"plants-floral visitors";"mean_field"
"PAIN";0,0121696686509652;0,00514902111532529;0,0221780981964921;2020;1;"plants-floral visitors";"mean_field"
"PLCO";0,0177030112860297;0,0061322071787554;0,0343506850228004;2020;1;"plants-floral visitors";"mean_field"
"POMA";0,0428391666032174;0,00509768250721755;0,106024214820583;2020;1;"plants-floral visitors";"mean_field"
"PUPA";0,00172381795425024;0,000952710622376611;0,00276753172504172;2020;1;"plants-floral visitors";"mean_field"
"SASO";0,0503357186745955;0,0085426166886273;0,133970080007507;2020;1;"plants-floral visitors";"mean_field"
"SCLA";0,00963059541320879;0,00459795409658403;0,0162950762754143;2020;1;"plants-floral visitors";"mean_field"
"SOAS";0,0128128415931358;0,00413260415890668;0,0263251373147679;2020;1;"plants-floral visitors";"mean_field"
"Anastoechus_spp";0,104900075347194;0,0486579278375663;0,188761778137442;2020;1;"plants-floral visitors";"mean_field"
"Andrena_spp";0,150838995474215;0,0699426648850341;0,252970760054133;2020;1;"plants-floral visitors";"mean_field"
"Bombylius_major";0,00239760227199066;0,00117288350507172;0,00399437943897841;2020;1;"plants-floral visitors";"mean_field"
"Braconidae";0,0412185256422945;0,0190374344267243;0,0709352541488075;2020;1;"plants-floral visitors";"mean_field"
"Calliphoridae";0,0075244468218739;0,00314147245334428;0,0148131519741019;2020;1;"plants-floral visitors";"mean_field"
"Cylindromyia_spp";0,029178861976872;0,0089351516041952;0,0603793660777012;2020;1;"plants-floral visitors";"mean_field"
"Empis_spp";0,0912435303999232;0,0177905562533479;0,219810846838081;2020;1;"plants-floral visitors";"mean_field"
"Episyrphus_balteatus";0,173924314334467;0,0755017102983745;0,292845502755768;2020;1;"plants-floral visitors";"mean_field"
"Eucera_spp";0,0262775295100896;0,0100644237338239;0,0483887388928062;2020;1;"plants-floral visitors";"mean_field"
"Geometridae";0,00899041277183473;0,00431712152578099;0,0149259943643505;2020;1;"plants-floral visitors";"mean_field"
"Lasioglossum_malachurum";0,0101639881649069;0,00563703734060927;0,0162740993992011;2020;1;"plants-floral visitors";"mean_field"
"Musca_spp";0,0687448694444773;0,0178744866706502;0,141255996636659;2020;1;"plants-floral visitors";"mean_field"
"Pangonius_spp";0,00400804896655436;0,00207886461210201;0,0066642059207869;2020;1;"plants-floral visitors";"mean_field"
"Sphaerophoria_scripta";0,0185487888952257;0,00723095121578761;0,0348774234034136;2020;1;"plants-floral visitors";"mean_field"
"Ulidiidae";0,0331842995940479;0,0102625028421278;0,0624842160052538;2020;1;"plants-floral visitors";"mean_field"
"BEMA";0,00127079843851166;2,74038805507795e-05;0,00475951389955869;2020;1;"plants-herbivores";"mean_field"
"CETE";0,0169974605607338;7,43168025376799e-05;0,0723941064943163;2020;1;"plants-herbivores";"mean_field"
"CHFU";0,00287804983450203;6,14886516748811e-05;0,0114158675027243;2020;1;"plants-herbivores";"mean_field"
"CHMI";0,0164453587689661;0,000262722859949908;0,0782021812192946;2020;1;"plants-herbivores";"mean_field"
"HOMA";4,2128887285925e-06;5,78416525113115e-07;1,50205159162976e-05;2020;1;"plants-herbivores";"mean_field"
"LEMA";0,000173836721067107;2,57698307328114e-06;0,000740272769309601;2020;1;"plants-herbivores";"mean_field"
"MESP";0,000115484644006451;2,44203678145482e-05;0,000435997481264439;2020;1;"plants-herbivores";"mean_field"
"PAIN";0,00241376204119095;6,27516342179636e-05;0,010112163826204;2020;1;"plants-herbivores";"mean_field"
"PLCO";0,000839493169104555;2,86115960518852e-05;0,00363483987078294;2020;1;"plants-herbivores";"mean_field"
"POMA";0,000849838460368909;3,1423347920252e-05;0,00337854769926989;2020;1;"plants-herbivores";"mean_field"
"PUPA";0,000693498074816199;4,37513087806526e-05;0,00271691880399558;2020;1;"plants-herbivores";"mean_field"
"SASO";0,000827378514656826;0,000140225257880557;0,00290877987496156;2020;1;"plants-herbivores";"mean_field"
"SCLA";0,000321831443463173;6,16388487933748e-05;0,00115929632658665;2020;1;"plants-herbivores";"mean_field"
"SOAS";0,202490802964402;0,000220834769917693;0,651086215749194;2020;1;"plants-herbivores";"mean_field"
"Aelia_spp";0,000306714855563729;2,48613715262815e-05;0,00126216793301227;2020;1;"plants-herbivores";"mean_field"
"Agriotes_spp";0,00904866919374934;0,000322357651554869;0,0410642223753323;2020;1;"plants-herbivores";"mean_field"
"Aiolopus_strepens";0,00114874113365457;7,49407502573402e-05;0,00459802155078749;2020;1;"plants-herbivores";"mean_field"
"Brassicogethes_spp";0,00645229856988496;0,000869481560672401;0,0233586311291797;2020;1;"plants-herbivores";"mean_field"
"Cicadidae";0,0217919558186343;1,96003630955596e-05;0,10015104587626;2020;1;"plants-herbivores";"mean_field"
"Cochlicella_barbara";0,348113021973222;0,00329516456923878;0,823363682719411;2020;1;"plants-herbivores";"mean_field"
"Conocephalus_dorsalis";0,00862282897370226;3,68037210348106e-05;0,0378975195494328;2020;1;"plants-herbivores";"mean_field"
"Cryptocephalus_spp";0,000257491412705177;5,78707404649876e-05;0,000919068607142616;2020;1;"plants-herbivores";"mean_field"
"Lasiocampa_trifolii_caterpillar";0,000465898600085582;2,482490457095e-05;0,00198792124220842;2020;1;"plants-herbivores";"mean_field"
"Malachius_bipustulatus";0,000916895837250608;0,000157166395318183;0,00331270822077335;2020;1;"plants-herbivores";"mean_field"
"Miridae";0,00226412758466379;0,000190383059623081;0,00843577659033385;2020;1;"plants-herbivores";"mean_field"
"Mordellidae";0,000245811338939447;4,04345074246102e-05;0,00097840176507452;2020;1;"plants-herbivores";"mean_field"
"Oedemeridae";0,081784278083011;5,08783468340687e-05;0,342080526949104;2020;1;"plants-herbivores";"mean_field"
"Phaedon_spp";0,0223868913792312;6,5301526024994e-05;0,0989704077690041;2020;1;"plants-herbivores";"mean_field"
"Psilothrix_viridicoerulea";0,187899081665518;0,000929707406741742;0,650358804557815;2020;1;"plants-herbivores";"mean_field"
"Tessellana_tessellata";0,0549234907154092;0,000302712758525176;0,233916156456472;2020;1;"plants-herbivores";"mean_field"
"Theba_pisana";0,000334997688394335;8,55427442453096e-05;0,00106271840722287;2020;1;"plants-herbivores";"mean_field"
"Thysanoptera";0,00671499865186253;0,000149168501833123;0,0291688298286362;2020;1;"plants-herbivores";"mean_field"
"BEMA";0,0711183262342087;0,0616440731571845;0,0809674385450531;2020;1;"plants";"mean_field"
"CETE";0,0796477945153697;0,0615055523324838;0,102398317131602;2020;1;"plants";"mean_field"
"CHFU";0,0686313893425272;0,0599543500479665;0,0781816981170185;2020;1;"plants";"mean_field"
"CHMI";0,0651661087576837;0,0561385709367132;0,075378101541485;2020;1;"plants";"mean_field"
"HOMA";0,063151376787442;0,0540383026216749;0,0737382657458157;2020;1;"plants";"mean_field"
"LEMA";0,0790268268804175;0,0643443761258807;0,0966720328614063;2020;1;"plants";"mean_field"
"MESP";0,0736247955058692;0,0631214811847739;0,0858600122466637;2020;1;"plants";"mean_field"
"PAIN";0,0693843250962688;0,0593149208174531;0,0807709849613222;2020;1;"plants";"mean_field"
"PLCO";0,0784613299926368;0,0672530377314021;0,0893290203601388;2020;1;"plants";"mean_field"
"POMA";0,0716689127104983;0,0617158464030781;0,0834801202850417;2020;1;"plants";"mean_field"
"PUPA";0,0618532798230331;0,051560057659056;0,075556849971409;2020;1;"plants";"mean_field"
"SASO";0,0805529699651609;0,0671144314295067;0,0965430345752666;2020;1;"plants";"mean_field"
"SCLA";0,0692010684619057;0,0589818339148218;0,0805036741946205;2020;1;"plants";"mean_field"
"SOAS";0,0685114959269784;0,0562369656396367;0,0838234245095945;2020;1;"plants";"mean_field"
"BEMA";0,00091440369529063;0,000105399564643938;0,00337948948091233;2020;2;"all";"mean_field"
"CETE";0,000247395362912795;4,80452581382698e-05;0,000758977160435354;2020;2;"all";"mean_field"
"CHFU";3,05674959798311e-05;8,22389995417562e-06;8,96490799651712e-05;2020;2;"all";"mean_field"
"CHMI";0,00607463337583876;0,000265294967527811;0,0262897887366111;2020;2;"all";"mean_field"
"HOMA";0,000356137648669767;4,71541471890756e-05;0,00124082661666164;2020;2;"all";"mean_field"
"LEMA";3,16977866884411e-05;8,16632647939326e-07;0,000143662856973119;2020;2;"all";"mean_field"
"MESP";0,00621049595003679;0,000555063198570408;0,0208757532991145;2020;2;"all";"mean_field"
"PAIN";0,00203464424464352;0,000212317807528115;0,00657232673529688;2020;2;"all";"mean_field"
"PLCO";0,00124073283974599;0,000130321830434717;0,00412677469603696;2020;2;"all";"mean_field"
"POMA";0,0102804719789623;0,00103722089965358;0,0349145954838361;2020;2;"all";"mean_field"
"PUPA";0,0492263309267354;6,97235378008639e-05;0,202670360766597;2020;2;"all";"mean_field"
"SASO";0,0018302653135634;0,000151015997921408;0,00686033272886001;2020;2;"all";"mean_field"
"SCLA";0,00430675139151549;0,000124961762608654;0,0182116445243557;2020;2;"all";"mean_field"
"SOAS";0,361708178433723;0,00118509037779646;0,811169645765464;2020;2;"all";"mean_field"
"Agriotes_spp";0,0195143096442841;0,0023154360436175;0,0659109639264912;2020;2;"all";"mean_field"
"Aphis_fabae";0,00261628811307228;0,000539485050689769;0,00868302061887719;2020;2;"all";"mean_field"
"Brassicogethes_spp";0,00120868196772376;0,000181247941685327;0,00399531293462856;2020;2;"all";"mean_field"
"Cantharis_spp";0,196872756392895;0,000477788322517593;0,622455500650056;2020;2;"all";"mean_field"
"Cleta_ramosaria_caterpillar";0,00112602217794449;0,000249763566759082;0,00323366556047816;2020;2;"all";"mean_field"
"Cochlicella_barbara";0,0060749825278201;0,000498525416253925;0,0233367249900816;2020;2;"all";"mean_field"
"Cryptocephalus_spp";0,00156557189697446;0,000298533100577365;0,00513694648562855;2020;2;"all";"mean_field"
"Lasiocampa_trifolii_caterpillar";0,109001994214784;0,00329276107614188;0,416947359417386;2020;2;"all";"mean_field"
"Malachius_bipustulatus";0,0051408172058693;0,000408959230733749;0,0184750926600523;2020;2;"all";"mean_field"
"Meligethes_spp";0,0517253036757059;0,00163450408024623;0,20390670802133;2020;2;"all";"mean_field"
"Meloidae";0,00500729222316279;0,000433910042257257;0,0167753355266301;2020;2;"all";"mean_field"
"Miridae";0,00149711575299144;0,000224169663962349;0,00467377383179749;2020;2;"all";"mean_field"
"Mordellidae";0,00281238477291954;0,000218518403736706;0,0110333697504863;2020;2;"all";"mean_field"
"Oedemeridae";0,00187863683352765;0,000126281434084033;0,00798835331468432;2020;2;"all";"mean_field"
"Psilothrix_viridicoerulea";0,0098558883252257;0,00173382104136929;0,0317568620540073;2020;2;"all";"mean_field"
"Scyphophorus_spp";0,00294584298771185;0,000225255225324088;0,0097801840732014;2020;2;"all";"mean_field"
"Tessellana_tessellata";0,00511523990146571;0,000783151716516468;0,0154477893942203;2020;2;"all";"mean_field"
"Tetranychus_urticae";0,00783692540963391;0,00047942420457108;0,0305855487962052;2020;2;"all";"mean_field"
"Theba_pisana";0,00322063277189548;0,000343023646778438;0,0120341180302249;2020;2;"all";"mean_field"
"Anastoechus_spp";0,075025028941089;0,000464482972604364;0,317119853396116;2020;2;"all";"mean_field"
"Andrena_spp";0,00303085684081805;0,000220901424609357;0,0112721099634481;2020;2;"all";"mean_field"
