"species";"min_R";"max_R";"year";"plot";"guilds";"intraguild.type";"sp.guild";"guild.num"
"Sphaerophoria_scripta";0,000681813952099419;0,822465632656852;"2019";6;"Pollinators";"Resources";"Pollinators";"one"
"Andrena_cinerea";0,00277874019280915;0,750491071676907;"2019";6;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Chrysotoxum_spp";0,00702290095958771;0,835310008857908;"2019";6;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Dilophus_spp";0,0276214357324776;0,793146681962501;"2019";6;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Eristalis_spp";0,0063327137406791;0,891193981050186;"2019";6;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Eucera_spp";0,00657565512538656;0,859286980570363;"2019";6;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Eupeodes_corollae";0,000379666043275164;0,809753165882576;"2019";6;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Lomatia_spp";0,00294511661544089;0,843525963479277;"2019";6;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Musca_spp";0,00619456990631582;0,795156509275129;"2019";6;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Sphaerophoria_scripta";0,000247580232543928;0,805648588943982;"2019";6;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Lasioglossum_malachurum";0,196116135138184;0,98058067569092;"2020";6;"Pollinators";"Mean field";"Pollinators";"one"
"Musca_spp";0,196116135138184;0,98058067569092;"2020";6;"Pollinators";"Mean field";"Pollinators";"one"
"Lasioglossum_malachurum";0;1;"2020";6;"Pollinators";"Resources";"Pollinators";"one"
"Musca_spp";0;1;"2020";6;"Pollinators";"Resources";"Pollinators";"one"
"Lasioglossum_malachurum";0;1;"2020";6;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Musca_spp";0;1;"2020";6;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Andrena_cinerea";0,192037908502643;0,372964240419166;"2019";7;"Pollinators";"Mean field";"Pollinators";"one"
"Bombyliidae";0,1917144204528;0,346898398376407;"2019";7;"Pollinators";"Mean field";"Pollinators";"one"
"Colias_croceus";0,192508435225217;0,369427299266792;"2019";7;"Pollinators";"Mean field";"Pollinators";"one"
"Culicidae";0,192718695636055;0,373110500619254;"2019";7;"Pollinators";"Mean field";"Pollinators";"one"
"Dilophus_spp";0,191591171190675;0,358483967777695;"2019";7;"Pollinators";"Mean field";"Pollinators";"one"
"Empis_tesellata";0,191591691587404;0,34321696343698;"2019";7;"Pollinators";"Mean field";"Pollinators";"one"
"Eucera_spp";0,19206758318172;0,348637777389961;"2019";7;"Pollinators";"Mean field";"Pollinators";"one"
"Eupeodes_corollae";0,191958265838332;0,358436597610487;"2019";7;"Pollinators";"Mean field";"Pollinators";"one"
"Lasiocampa_trifolii";0,192141889122188;0,338150953404331;"2019";7;"Pollinators";"Mean field";"Pollinators";"one"
"Lomatia_spp";0,192140946518377;0,360740308039342;"2019";7;"Pollinators";"Mean field";"Pollinators";"one"
"Melanostoma_spp";0,192095293898864;0,352548304969162;"2019";7;"Pollinators";"Mean field";"Pollinators";"one"
"Musca_spp";0,193089313706951;0,337768422437895;"2019";7;"Pollinators";"Mean field";"Pollinators";"one"
"Odontomyia_spp";0,192737814742063;0,369930465255849;"2019";7;"Pollinators";"Mean field";"Pollinators";"one"
"Scaeva_spp";0,193055610031993;0,351526539645145;"2019";7;"Pollinators";"Mean field";"Pollinators";"one"
"Sphaerophoria_scripta";0,192643542328481;0,36016388698238;"2019";7;"Pollinators";"Mean field";"Pollinators";"one"
"Ulidiidae";0,192689479190434;0,344175222387732;"2019";7;"Pollinators";"Mean field";"Pollinators";"one"
"Vanessa_cardui";0,192729353752776;0,350713464876517;"2019";7;"Pollinators";"Mean field";"Pollinators";"one"
"Andrena_cinerea";0,0122860357323889;0,478544694527422;"2019";7;"Pollinators";"Resources";"Pollinators";"one"
"Bombyliidae";3,84194645254263e-05;0,488330817156184;"2019";7;"Pollinators";"Resources";"Pollinators";"one"
"Colias_croceus";0,0317784120900404;0,500522575149874;"2019";7;"Pollinators";"Resources";"Pollinators";"one"
"Culicidae";0,0123258024345713;0,530976726505246;"2019";7;"Pollinators";"Resources";"Pollinators";"one"
"Dilophus_spp";0,054495722601154;0,500794007506472;"2019";7;"Pollinators";"Resources";"Pollinators";"one"
"Empis_tesellata";0,0688319771124757;0,48708959300878;"2019";7;"Pollinators";"Resources";"Pollinators";"one"
"Eucera_spp";0,0150863676608674;0,489432684054304;"2019";7;"Pollinators";"Resources";"Pollinators";"one"
"Eupeodes_corollae";0,0553579255340756;0,523907251665095;"2019";7;"Pollinators";"Resources";"Pollinators";"one"
"Lasiocampa_trifolii";0,0244598226688755;0,48474720644277;"2019";7;"Pollinators";"Resources";"Pollinators";"one"
"Lomatia_spp";0,0327600880514929;0,465162503548005;"2019";7;"Pollinators";"Resources";"Pollinators";"one"
"Melanostoma_spp";0,0525001570327571;0,524340326292844;"2019";7;"Pollinators";"Resources";"Pollinators";"one"
"Musca_spp";0,0144607217725238;0,556264781218891;"2019";7;"Pollinators";"Resources";"Pollinators";"one"
"Odontomyia_spp";0,0107135200789488;0,487225248612066;"2019";7;"Pollinators";"Resources";"Pollinators";"one"
"Scaeva_spp";0,0650660052390122;0,591774555991852;"2019";7;"Pollinators";"Resources";"Pollinators";"one"
"Sphaerophoria_scripta";0,0585878187568059;0,526192768416646;"2019";7;"Pollinators";"Resources";"Pollinators";"one"
"Ulidiidae";0,0108414725869157;0,505008977581938;"2019";7;"Pollinators";"Resources";"Pollinators";"one"
"Vanessa_cardui";0,0415205317069046;0,531072175474137;"2019";7;"Pollinators";"Resources";"Pollinators";"one"
"Andrena_cinerea";0,00554230258499183;0,529396998019617;"2019";7;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Bombyliidae";0;0,518633553679651;"2019";7;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Colias_croceus";0,0100701576619466;0,545424853309998;"2019";7;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Culicidae";0,00241519305045491;0,527148696557536;"2019";7;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Dilophus_spp";0,0124523288914073;0,503675889563907;"2019";7;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Empis_tesellata";0,0259605979775777;0,569951472011852;"2019";7;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Eucera_spp";0,00442220297773135;0,549278661820294;"2019";7;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Eupeodes_corollae";0,00898622449842076;0,548863285576043;"2019";7;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Lasiocampa_trifolii";0,00251885200279911;0,544303764253674;"2019";7;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Lomatia_spp";0,0034502367991499;0,547444878892604;"2019";7;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Melanostoma_spp";0,0149142802940423;0,616957153100215;"2019";7;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Musca_spp";0,000660799072368981;0,696043032622551;"2019";7;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Odontomyia_spp";0,00165338187578585;0,495634646998508;"2019";7;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Scaeva_spp";0,0074133496439133;0,564826138503004;"2019";7;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Sphaerophoria_scripta";0,0103167923791203;0,509119722034849;"2019";7;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Ulidiidae";0,002569523242326;0,550908842474319;"2019";7;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Vanessa_cardui";0,00886359578478215;0,584195637351637;"2019";7;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Anastoechus_spp";0,211143004652693;0,503554405353849;"2020";7;"Pollinators";"Mean field";"Pollinators";"one"
"Andrena_humilis";0,210295800968733;0,529385198523809;"2020";7;"Pollinators";"Mean field";"Pollinators";"one"
"Braconidae";0,210523367166417;0,503635283718663;"2020";7;"Pollinators";"Mean field";"Pollinators";"one"
"Cylindromyia_spp";0,208865227761058;0,525027970209122;"2020";7;"Pollinators";"Mean field";"Pollinators";"one"
"Episyrphus_balteatus";0,209897729964774;0,587624806094889;"2020";7;"Pollinators";"Mean field";"Pollinators";"one"
"Lasioglossum_malachurum";0,208025613629289;0,551430996880997;"2020";7;"Pollinators";"Mean field";"Pollinators";"one"
"Lasioglossum_spp";0,209888069406624;0,565352221721865;"2020";7;"Pollinators";"Mean field";"Pollinators";"one"
"Musca_spp";0,209249838239395;0,497311809891825;"2020";7;"Pollinators";"Mean field";"Pollinators";"one"
"Nemotelus_spp";0,210225267513658;0,482717226581903;"2020";7;"Pollinators";"Mean field";"Pollinators";"one"
"Sphaerophoria_scripta";0,209919372970575;0,490917925828449;"2020";7;"Pollinators";"Mean field";"Pollinators";"one"
"Ulidiidae";0,211067648436631;0,508275902475163;"2020";7;"Pollinators";"Mean field";"Pollinators";"one"
"Anastoechus_spp";0;0,712259193540935;"2020";7;"Pollinators";"Resources";"Pollinators";"one"
"Andrena_humilis";0,0189039276891479;0,754274532623539;"2020";7;"Pollinators";"Resources";"Pollinators";"one"
"Braconidae";4,18184082501395e-06;0,712307283820381;"2020";7;"Pollinators";"Resources";"Pollinators";"one"
"Cylindromyia_spp";8,36368165002789e-07;0,729199274811081;"2020";7;"Pollinators";"Resources";"Pollinators";"one"
"Episyrphus_balteatus";0,0188817468399578;0,765018557154426;"2020";7;"Pollinators";"Resources";"Pollinators";"one"
"Lasioglossum_malachurum";0,0247096945167146;0,720248040712544;"2020";7;"Pollinators";"Resources";"Pollinators";"one"
"Lasioglossum_spp";0,0163158323486083;0,701651735841009;"2020";7;"Pollinators";"Resources";"Pollinators";"one"
"Musca_spp";0,00354407260162409;0,752993278537094;"2020";7;"Pollinators";"Resources";"Pollinators";"one"
"Nemotelus_spp";0,00312264589059758;0,679562834636683;"2020";7;"Pollinators";"Resources";"Pollinators";"one"
"Sphaerophoria_scripta";6,12708729529554e-05;0,730466898797436;"2020";7;"Pollinators";"Resources";"Pollinators";"one"
"Ulidiidae";0,0032396157205368;0,68735043097865;"2020";7;"Pollinators";"Resources";"Pollinators";"one"
"Anastoechus_spp";0;0,81498457780358;"2020";7;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Andrena_humilis";0;0,746185578981425;"2020";7;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Braconidae";2,75467691187424e-05;0,798204890819989;"2020";7;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Cylindromyia_spp";4,94414618106596e-05;0,704867901503905;"2020";7;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Episyrphus_balteatus";0,00432741189355105;0,746719350049641;"2020";7;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Lasioglossum_malachurum";0,00182890796959704;0,745010371587424;"2020";7;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Lasioglossum_spp";0,00285019969881148;0,727232072950761;"2020";7;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Musca_spp";0,00129986083586481;0,734457662031696;"2020";7;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Nemotelus_spp";0,00173999332812394;0,781302285904512;"2020";7;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Sphaerophoria_scripta";4,02013058931322e-05;0,785297694544815;"2020";7;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Ulidiidae";0,00164127992770418;0,749048590996056;"2020";7;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Andrena_cinerea";0,184186501866766;0,324304328583015;"2019";8;"Pollinators";"Mean field";"Pollinators";"one"
"Bombyliidae";0,18374716768261;0,298849162880046;"2019";8;"Pollinators";"Mean field";"Pollinators";"one"
"Calliphoridae";0,183982260920259;0,301963466500315;"2019";8;"Pollinators";"Mean field";"Pollinators";"one"
"Chrysididae";0,183552215542711;0,30965913281174;"2019";8;"Pollinators";"Mean field";"Pollinators";"one"
"Dilophus_spp";0,183693728210871;0,325417144712257;"2019";8;"Pollinators";"Mean field";"Pollinators";"one"
"Diplazon_spp";0,182583182344245;0,307603924749334;"2019";8;"Pollinators";"Mean field";"Pollinators";"one"
"Empis_tesellata";0,183610209509003;0,310683281253042;"2019";8;"Pollinators";"Mean field";"Pollinators";"one"
"Episyrphus_balteatus";0,183919249999582;0,294649162597889;"2019";8;"Pollinators";"Mean field";"Pollinators";"one"
"Eristalis_spp";0,183980566936379;0,301593690462986;"2019";8;"Pollinators";"Mean field";"Pollinators";"one"
"Eucera_spp";0,183839470793502;0,306184888222585;"2019";8;"Pollinators";"Mean field";"Pollinators";"one"
"Eupeodes_corollae";0,183774635460974;0,320466850363908;"2019";8;"Pollinators";"Mean field";"Pollinators";"one"
"Lasiocampa_trifolii";0,184007952333672;0,314137654223369;"2019";8;"Pollinators";"Mean field";"Pollinators";"one"
"Lomatia_spp";0,184197369323133;0,303409515720626;"2019";8;"Pollinators";"Mean field";"Pollinators";"one"
"Musca_spp";0,183742562535724;0,311547678205478;"2019";8;"Pollinators";"Mean field";"Pollinators";"one"
"Nemotelus_spp";0,183960294968947;0,314235877854247;"2019";8;"Pollinators";"Mean field";"Pollinators";"one"
"Nephrotoma_spp";0,183785963193897;0,306225932422099;"2019";8;"Pollinators";"Mean field";"Pollinators";"one"
"Odontomyia_spp";0,183964998705363;0,300882404772489;"2019";8;"Pollinators";"Mean field";"Pollinators";"one"
"Scaeva_spp";0,183679464268377;0,308387571327619;"2019";8;"Pollinators";"Mean field";"Pollinators";"one"
"Sphaerophoria_scripta";0,183957913779286;0,307275042544573;"2019";8;"Pollinators";"Mean field";"Pollinators";"one"
"Thymelicus_spp";0,183764568428164;0,297607189776325;"2019";8;"Pollinators";"Mean field";"Pollinators";"one"
"Andrena_cinerea";0,0340965682114234;0,488591420134932;"2019";8;"Pollinators";"Resources";"Pollinators";"one"
"Bombyliidae";2,78272404725146e-05;0,445288717269144;"2019";8;"Pollinators";"Resources";"Pollinators";"one"
"Calliphoridae";0,0162594928786614;0,450795146533368;"2019";8;"Pollinators";"Resources";"Pollinators";"one"
"Chrysididae";6,44509348870594e-05;0,471430293148772;"2019";8;"Pollinators";"Resources";"Pollinators";"one"
"Dilophus_spp";0,0828721858624256;0,474359293950812;"2019";8;"Pollinators";"Resources";"Pollinators";"one"
"Diplazon_spp";9,40599540359599e-05;0,430135581692164;"2019";8;"Pollinators";"Resources";"Pollinators";"one"
"Empis_tesellata";0,0838536097854781;0,504028806031301;"2019";8;"Pollinators";"Resources";"Pollinators";"one"
"Episyrphus_balteatus";0,0717999624082375;0,471794140349372;"2019";8;"Pollinators";"Resources";"Pollinators";"one"
"Eristalis_spp";0,0201795585488183;0,483684027802149;"2019";8;"Pollinators";"Resources";"Pollinators";"one"
"Eucera_spp";0,0295003479120244;0,489693975276358;"2019";8;"Pollinators";"Resources";"Pollinators";"one"
"Eupeodes_corollae";0,0247622763858642;0,45719045506624;"2019";8;"Pollinators";"Resources";"Pollinators";"one"
"Lasiocampa_trifolii";0,0441340794891988;0,453180236076774;"2019";8;"Pollinators";"Resources";"Pollinators";"one"
"Lomatia_spp";0,0295747681525528;0,455220845219633;"2019";8;"Pollinators";"Resources";"Pollinators";"one"
"Musca_spp";0,0186660282480779;0,454013912675317;"2019";8;"Pollinators";"Resources";"Pollinators";"one"
"Nemotelus_spp";0,0186392641665989;0,462481534748899;"2019";8;"Pollinators";"Resources";"Pollinators";"one"
"Nephrotoma_spp";0,0291858489765369;0,482695469419371;"2019";8;"Pollinators";"Resources";"Pollinators";"one"
"Odontomyia_spp";0,019427584959881;0,496210961343891;"2019";8;"Pollinators";"Resources";"Pollinators";"one"
"Scaeva_spp";0,0302162146641845;0,445913067675664;"2019";8;"Pollinators";"Resources";"Pollinators";"one"
"Sphaerophoria_scripta";0,0352146254364222;0,462655573731244;"2019";8;"Pollinators";"Resources";"Pollinators";"one"
"Thymelicus_spp";0,0150784217862656;0,447638421798283;"2019";8;"Pollinators";"Resources";"Pollinators";"one"
"Andrena_cinerea";0,00818542351624965;0,458210649187847;"2019";8;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Bombyliidae";0;0,479447660765354;"2019";8;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Calliphoridae";0,0213621163914277;0,559946769084906;"2019";8;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Chrysididae";0;0,475151675939209;"2019";8;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Dilophus_spp";0,0291362544425919;0,514514279713401;"2019";8;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Diplazon_spp";0;0,460580941773498;"2019";8;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Empis_tesellata";0,065512559953968;0,572447252192532;"2019";8;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Episyrphus_balteatus";0,0305154599982669;0,46916012112849;"2019";8;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Eristalis_spp";0,00455535071954679;0,550732179423695;"2019";8;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Eucera_spp";0,00808478538908655;0,492938744414633;"2019";8;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Eupeodes_corollae";0,00509687546917594;0,486939301361946;"2019";8;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Lasiocampa_trifolii";0,00291345442455664;0,488876939383695;"2019";8;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Lomatia_spp";0,0132982178549915;0,502726678875329;"2019";8;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Musca_spp";0,00665135880954767;0,445175374588274;"2019";8;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Nemotelus_spp";0,00731271498266787;0,542228139248799;"2019";8;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Nephrotoma_spp";0,0217268836460834;0,506143702162159;"2019";8;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Odontomyia_spp";0,00540293639873484;0,480425387184751;"2019";8;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Scaeva_spp";0,00612305102184548;0,507969271547035;"2019";8;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Sphaerophoria_scripta";0,00769694403254182;0,513015878242741;"2019";8;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Thymelicus_spp";9,95993592487075e-05;0,473045102839621;"2019";8;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Anastoechus_spp";0,186686429226582;0,318549152956131;"2020";8;"Pollinators";"Mean field";"Pollinators";"one"
"Andrena_humilis";0,186733323641199;0,323005565464539;"2020";8;"Pollinators";"Mean field";"Pollinators";"one"
"Andrena_spp";0,186922844805496;0,327789470776394;"2020";8;"Pollinators";"Mean field";"Pollinators";"one"
"Cylindromyia_spp";0,186662573860177;0,324016177894835;"2020";8;"Pollinators";"Mean field";"Pollinators";"one"
"Dilophus_spp";0,186598057678782;0,314144381566366;"2020";8;"Pollinators";"Mean field";"Pollinators";"one"
"Episyrphus_balteatus";0,186673898095862;0,337452118596987;"2020";8;"Pollinators";"Mean field";"Pollinators";"one"
"Eupeodes_corollae";0,186817666662523;0,322866768521167;"2020";8;"Pollinators";"Mean field";"Pollinators";"one"
"Lasiocampa_trifolii";0,186818434589648;0,308331241770778;"2020";8;"Pollinators";"Mean field";"Pollinators";"one"
"Lasioglossum_malachurum";0,186603083860038;0,308302879898714;"2020";8;"Pollinators";"Mean field";"Pollinators";"one"
"Lasioglossum_spp";0,186638942086227;0,306933892481475;"2020";8;"Pollinators";"Mean field";"Pollinators";"one"
"Lomatia_spp";0,186677023008439;0,312895971461779;"2020";8;"Pollinators";"Mean field";"Pollinators";"one"
"Musca_spp";0,187090953290436;0,333327034981504;"2020";8;"Pollinators";"Mean field";"Pollinators";"one"
"Osmia_ligurica";0,186902154090192;0,320648836108776;"2020";8;"Pollinators";"Mean field";"Pollinators";"one"
"Pangonius_spp";0,186851047246254;0,324586905812196;"2020";8;"Pollinators";"Mean field";"Pollinators";"one"
"Sarcophaga_spp";0,187068044649451;0,311510706356649;"2020";8;"Pollinators";"Mean field";"Pollinators";"one"
"Sphaerophoria_scripta";0,186314877857211;0,324623279655039;"2020";8;"Pollinators";"Mean field";"Pollinators";"one"
"Sphaerophoria_spp";0,18672166598585;0,309747390807074;"2020";8;"Pollinators";"Mean field";"Pollinators";"one"
"Ulidiidae";0,186944873207872;0,315771104331106;"2020";8;"Pollinators";"Mean field";"Pollinators";"one"
"Vanessa_cardui";0,186081250038152;0,308711776666309;"2020";8;"Pollinators";"Mean field";"Pollinators";"one"
"Anastoechus_spp";1,46612640227553e-05;0,425785357247759;"2020";8;"Pollinators";"Resources";"Pollinators";"one"
"Andrena_humilis";0,0511977510591669;0,490994883126983;"2020";8;"Pollinators";"Resources";"Pollinators";"one"
"Andrena_spp";0,0512651155058656;0,465874515034214;"2020";8;"Pollinators";"Resources";"Pollinators";"one"
"Cylindromyia_spp";0;0,418234590711226;"2020";8;"Pollinators";"Resources";"Pollinators";"one"
"Dilophus_spp";0,051213023239017;0,482271989597039;"2020";8;"Pollinators";"Resources";"Pollinators";"one"
"Episyrphus_balteatus";0,099627443035089;0,499463459882477;"2020";8;"Pollinators";"Resources";"Pollinators";"one"
"Eupeodes_corollae";0,0338532384767258;0,485847730164816;"2020";8;"Pollinators";"Resources";"Pollinators";"one"
"Lasiocampa_trifolii";0,0458248326121711;0,479126310530452;"2020";8;"Pollinators";"Resources";"Pollinators";"one"
"Lasioglossum_malachurum";0,0528933579012372;0,477457931872633;"2020";8;"Pollinators";"Resources";"Pollinators";"one"
"Lasioglossum_spp";0,0483075236722106;0,515788763132097;"2020";8;"Pollinators";"Resources";"Pollinators";"one"
"Lomatia_spp";0,0249255166004534;0,465593170974632;"2020";8;"Pollinators";"Resources";"Pollinators";"one"
"Musca_spp";0,00378300908885674;0,450606297565313;"2020";8;"Pollinators";"Resources";"Pollinators";"one"
"Osmia_ligurica";0,00807403122158955;0,489806503207888;"2020";8;"Pollinators";"Resources";"Pollinators";"one"
"Pangonius_spp";0,0423845728728731;0,489060543256965;"2020";8;"Pollinators";"Resources";"Pollinators";"one"
"Sarcophaga_spp";0,00293503108407197;0,443587645550044;"2020";8;"Pollinators";"Resources";"Pollinators";"one"
"Sphaerophoria_scripta";0,0303748357589769;0,459742104143924;"2020";8;"Pollinators";"Resources";"Pollinators";"one"
"Sphaerophoria_spp";0,0417002374380132;0,496742607643762;"2020";8;"Pollinators";"Resources";"Pollinators";"one"
"Ulidiidae";0,00386159073846972;0,479490963740713;"2020";8;"Pollinators";"Resources";"Pollinators";"one"
"Vanessa_cardui";0,0163471866865816;0,466611069401449;"2020";8;"Pollinators";"Resources";"Pollinators";"one"
"Anastoechus_spp";1,45300228159404e-07;0,54425291659122;"2020";8;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Andrena_humilis";0,000804850802827229;0,539511501541067;"2020";8;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Andrena_spp";0,00812039545893963;0,503911238972896;"2020";8;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Cylindromyia_spp";0;0,533102098112495;"2020";8;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Dilophus_spp";0,0282416886843067;0,513778536811575;"2020";8;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Episyrphus_balteatus";0,0396563494745181;0,545532258443823;"2020";8;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Eupeodes_corollae";6,77927390783443e-06;0,524575124457517;"2020";8;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Lasiocampa_trifolii";0,0239249197546521;0,543600483897023;"2020";8;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Lasioglossum_malachurum";0,00913130683952101;0,614161767284684;"2020";8;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Lasioglossum_spp";0,019099093982811;0,556125801621865;"2020";8;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Lomatia_spp";0,00327369982678093;0,568800064346914;"2020";8;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Musca_spp";0,00412422078962785;0,515597801226345;"2020";8;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Osmia_ligurica";0,00641803592274315;0,521291943609005;"2020";8;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Pangonius_spp";0,00199586748572796;0,474799302482539;"2020";8;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Sarcophaga_spp";0,00315188178522003;0,517025167024743;"2020";8;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Sphaerophoria_scripta";0,00295162452623442;0,523603182558499;"2020";8;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Sphaerophoria_spp";2,94680633571727e-05;0,520230317492118;"2020";8;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Ulidiidae";0,00289657673866058;0,50559020422137;"2020";8;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Vanessa_cardui";1,39574083596642e-05;0,481635890787252;"2020";8;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
"Andrena_cinerea";0,211530119267003;0,600995142391103;"2019";9;"Pollinators";"Mean field";"Pollinators";"one"
"Dilophus_spp";0,214879347646144;0,561074108739084;"2019";9;"Pollinators";"Mean field";"Pollinators";"one"
"Episyrphus_balteatus";0,208824989709166;0,540547746771848;"2019";9;"Pollinators";"Mean field";"Pollinators";"one"
"Eucera_spp";0,212907145192799;0,597193588437199;"2019";9;"Pollinators";"Mean field";"Pollinators";"one"
"Eupeodes_corollae";0,213803867435354;0,534611767945624;"2019";9;"Pollinators";"Mean field";"Pollinators";"one"
"Lomatia_spp";0,213475486363271;0,544195888297768;"2019";9;"Pollinators";"Mean field";"Pollinators";"one"
"Melanostoma_spp";0,210380973267945;0,530398396345898;"2019";9;"Pollinators";"Mean field";"Pollinators";"one"
"Musca_spp";0,2121403462671;0,602539240777644;"2019";9;"Pollinators";"Mean field";"Pollinators";"one"
"Scaeva_spp";0,212678111775703;0,574650450078069;"2019";9;"Pollinators";"Mean field";"Pollinators";"one"
"Sphaerophoria_scripta";0,21346118651462;0,561530212550361;"2019";9;"Pollinators";"Mean field";"Pollinators";"one"
"Andrena_cinerea";0,00560002713147285;0,719359262672016;"2019";9;"Pollinators";"Resources";"Pollinators";"one"
"Dilophus_spp";0,0186008195071719;0,721325906304595;"2019";9;"Pollinators";"Resources";"Pollinators";"one"
"Episyrphus_balteatus";0,112998604922801;0,717202515767146;"2019";9;"Pollinators";"Resources";"Pollinators";"one"
"Eucera_spp";0,0101109739602237;0,727971994173882;"2019";9;"Pollinators";"Resources";"Pollinators";"one"
"Eupeodes_corollae";0,0466582441983283;0,711131906073053;"2019";9;"Pollinators";"Resources";"Pollinators";"one"
"Lomatia_spp";0,0391218468845891;0,70322761444335;"2019";9;"Pollinators";"Resources";"Pollinators";"one"
"Melanostoma_spp";0,0563460861231321;0,744338740038858;"2019";9;"Pollinators";"Resources";"Pollinators";"one"
"Musca_spp";1,41733320891208e-05;0,819641966342167;"2019";9;"Pollinators";"Resources";"Pollinators";"one"
"Scaeva_spp";0,0502108367088371;0,699705590308456;"2019";9;"Pollinators";"Resources";"Pollinators";"one"
"Sphaerophoria_scripta";0,0668300980522476;0,707075220485365;"2019";9;"Pollinators";"Resources";"Pollinators";"one"
"Andrena_cinerea";0,00555613877278652;0,709246325207065;"2019";9;"Pollinators";"Resources and 
phenology";"Pollinators";"one"
